Name;Address;contact;ps
Sri Sri Sarbojanin Durga Puja by S.S.S. Club, ;133/12, S. N. Banerjee Road;9831314253;New-Market PS
2 No Chit Nayabad Rang Para Adhibasi Brinda;Panchasayar, Kolkata- 94, Ward No- 109;9836032759;Panchasayar PS
Baghajatin Park Housing Society;A/11, Bagahajatin Park, Kolkata- 94, Ward No- 109;9836032759;Panchasayar PS
Budher Hat Sarbojanin Sri Sri Durgotsab;Budher Hat, Mukundapur, Kolkata- 99, Ward No- 109;9836032759;Panchasayar PS
Chak Garia Sarbojanin Durgotsab Committee;Srinagar Main Road, Kolkata- 94, Ward No- 109;9836032759;Panchasayar PS
Coal India Co-operative Housing Society Puja Committee;Panchasayar, Kolkata- 94, Ward No- 109;9836032759;Panchasayar PS
Commint Park Abasik Brinda;Commint Park, Kolkata- 94, Ward No- 109;9836032759;Panchasayar PS
DPK Resident Welfare Association;DPK Housing Complex, Nayabad, Mukundapur, Kolkata-99, Ward No- 109;9836032759;Panchasayar PS
Jadavpur Co-operative Durgotsab Committee;Nayabad, Kolkata- 94, Ward No- 109;9836032759;Panchasayar PS
Jadavpur University  Employee Housing Society;P/150, Jadavpur Employee Housing Society, Kolkata- 94, Ward No- 109;9836032759;Panchasayar PS
Nabadiganta Sarbojanin Durgotsab;62, Nabadiganta, Block- B, Kolkata- 94, Ward No- 109;9836032759;Panchasayar PS
Nabodit Durgotsab Committee;115, Lane-3, Nayabad, Kolkata- 99, Ward No- 109;9836032759;Panchasayar PS
Nayabad 2 No Sarbojanin Committee;2 No. Chit Nayabad, Kolkata- 94, Ward No- 109;9836032759;Panchasayar PS
Nayabad Green Club Durgotsab Committee;Nayabad, Kolkata- 99, Ward No- 109;9836032759;Panchasayar PS
Nayabay Sarbojanin Durgotsab Committee;Nayabad Mini Bus Stand, Mukundapur, Kolkata- 99, Ward No- 109 ;9836032759;Panchasayar PS
New Garia Co-operative Durgotsab, Committee;Srinagar Main Road, Kolkata- 94, Ward No- 109;9836032759;Panchasayar PS
Panchasayar Puja Committee;Panchasayar, Prosasonik Bhawan, Kolkata- 94, Ward No- 109;9836032759;Panchasayar PS
Purbasha Sanskritik Chakra;C/2, Nayabad Avenue, Kolkata- 94, Ward No- 109;9836032759;Panchasayar PS
Sahid Smrity Sarbojanin Durgotsab;H/35, Sahid Smrity Colony, Kolkata- 94, Ward No- 109;9836032759;Panchasayar PS
Satabdi Park Sarbojanin Sri Sri Sarodia Durgotsab;Satabdi Park Sishu Uddyan, Kolkata- 99, Ward No- 109;9836032759;Panchasayar PS
Upohar (HIG) Sarbojanin Committee;Upohar Residential Complex, Panchasayar, Kolkata- 94, Ward No- 109;9836032759;Panchasayar PS
Upohar (MIG & LIG) Sarbojanin Committee;Upohar Residential Complex, Panchasayar, Kolkata- 94, Ward No- 109;9836032759;Panchasayar PS
MALLICK BAZAR SARBOJANIN DURGOTSAB;Along the New Road, Mullick Bazar.;;Park Street PS.
NONAPUKUR SARBOJANIN  DURGAPUJA SAMITY;AJC Bose Road & Elliot Road Xing.;;Park Street PS.
61, PALLY SARBOJANIN DURGOTSAB  COMMITTEE;Along Mc-Leod Street near March Hospital.;;Park Street PS.
PARK LANE PUJA SAMMILANI;6, Park Lane.;;Park Street PS.
PARK STREET PALLY SARBOJANIN DURGOTSAB COMMITTEE;Ripon Street & Rafi Ahmed Kidwai Rd. Xing.;;Park Street PS.
98, Pally Sarbojanin    Durgotsav, ;98, N.M. Road, Kolkata-54;;Phoolbagan P.S
"A.P.C.Park Sadharan
Durgotsav, ";A.P.C.Park,152,C.I.T.Road, Kolkata-54;;Phoolbagan P.S
Amra Sabai Bayam Samity,                   ;38/H/2, M.L. Basak Garden Lane., Kolkata-54;;Phoolbagan P.S
Baganbari Sarbojanin Durgotsav Athletic Club,                                                          ;73, N.M. Road, Kolkata-54;;Phoolbagan P.S
Bani Sangha,; 25/B/2, R.K. Samadhi Rd.Kolkata-54;;Phoolbagan P.S
Beleghata Lake Club Sarbojanin Durga, ;34, Suren Sarkar Road, Kolkata-10;;Phoolbagan P.S
Beleghata Milan Samity, ;37, Suren Sarkar Road, Kolkata-10;;Phoolbagan P.S
Central Govt. Staff Qtrs. ;“F – Block”, Central Govt. Staff Qtrs. Kolkata-54;;Phoolbagan P.S
Central Govt. Staff Qtrs. ;“G – Block”, Central Govt. Staff Qtrs. Kolkata 54;;Phoolbagan P.S
Citizen Forum Sarbojanin Durga Puja,; P-30, C.I.T. Rd. Sch-VI M, Kolkata-54;;Phoolbagan P.S
D.D. Khanna Rd. Sarbojanin Durgotsav,; 33, D.D. Khanna Road,  Kolkata-54;;Phoolbagan P.S
Gurudas Park Sarbojanin Durgotsav, ;Gurudas Park, Kolkata-10;;Phoolbagan P.S
Harijan Sammilita Samity, ;34, U.C. Banerjee Road,Kolkata-54;;Phoolbagan P.S
K.M.C. Borough-III Office Durgotsav,; 109, N.M. Road, Kolkata-54;;Phoolbagan P.S
Sarbajanin  Durgapuja Committee, ;95, N.M. Road, Kolkata-54;;Phoolbagan P.S
Kadapara Sadharan Durgotsav,; 37/A, S.K. Daw Lane, Kolkata-54;;Phoolbagan P.S
Kadapara Sarbojanin Durgotsav,; 28, S.K. Daw Lane, Kolkata-54;;Phoolbagan P.S
Kankurgachi C.I.T. Building (1-4), ;Kankurgachi, Kolkata-54;;Phoolbagan P.S
Kankurgachi C.I.T. Welfare ;(5-7), Kankurgachi, Kolkata-54;;Phoolbagan P.S
Kankurgachi Sukanta Club Durga Puja, ;40/D, U.C. Banerjee Road, Kolkata-54;;Phoolbagan P.S
Kankurgachi CIT Sarbajanin Durga Puja,; P-177/A, C.I.T. Rd. Sch-VI-M, Kolkata-54;;Phoolbagan P.S
Maniktala Bayam Samity, ;157,Maniktala Main Road, kolkata-54;;Phoolbagan P.S
Mitra Sangati,; 100/H/11, Suren Sarkar Rd., Kolkata-54;;Phoolbagan P.S
Naba Jagrata Sangha,; 92, Suren Sarkar Road, Kolkata-54;;Phoolbagan P.S
Naba Milan Sangha,; 7, M.L. Basak Garden Lane, Kolkata-54;;Phoolbagan P.S
Purba Kolkata Lake Pally Sadharan Durgotsov, ;2/1,Ghore Bibi Lane, Kolkata-54;;Phoolbagan P.S
Pallibasi Brinda, ;91, N.M. Road, Kolkata-54;;Phoolbagan P.S
Pallibasi Sarbojanin Durgotsav,; 22, Sir Gurudas Road, Kolkata-54;;Phoolbagan P.S
Noboday Pally Mongal Sarbajanin Durgotsav, ;42, U.C. Banerjee Road,Kolkata-54;;Phoolbagan P.S
Purba Kalikata Sarbojanin Durgotsav, ;128/A/11/A, N.M. Road,Kolkata-54;;Phoolbagan P.S
Purba Maniktala Sarbajanin Durgotsav, ;175/1A, M.M. Rd., Kolkata-54;;Phoolbagan P.S
Sanskriti Chakra, ;30/30E, R.K. Samadhi Rd., Kolkata-54;;Phoolbagan P.S
Sarada Sporting Club, ;89, N.M. Road, Kolkata-54;;Phoolbagan P.S
Subhash Sangha,; 89, N.M. Road, Kolkata-54;;Phoolbagan P.S
Sura Nabin Sangha, ;2, Sura 2nd Lane, Kolkata-10;;Phoolbagan P.S
Yogodyan Lane Pallibasi Sadharan Durgotsov, ;8/C, Yogodyan Lane, Kolkata-54;;Phoolbagan P.S
Young Citizen Club, ;P-188/1, C.I.T. Road, Kolkata-54;;Phoolbagan P.S
Yubak Brinda,; 70/A, Kankurgachi 2nd Lane, Kolkata-54;;Phoolbagan P.S
Lake District Residential Welfare Association, ;74 & 74/1, N.M.Road,Kolkata-54;;Phoolbagan P.S
Bharatiya Yuba Parishad ;Sri Ram Jute Mill Lane,                  ;;RAJABAGAN PS 
Binodini Smriti Sansad ;Z-39, Lenin Rd, Kolkata 44.;;RAJABAGAN PS 
Bramhstham Shiv Mandir ;Z-2/4/9, Lenin Rd, Kolkata 44.;;RAJABAGAN PS 
"Kashyap Para Sarbojonin Durgotsav Committee.                     
";U-119, Akra Rd, Kolkata 18.;;RAJABAGAN PS 
Nadial Athlatic Club;Z-3/60/1A, Lenin Rd, Kolkata 44.;;RAJABAGAN PS 
Rajabagan Vivekananda Boy’s Club ;Z-128/1B, Lenin Rd, Kolkata 44.;;RAJABAGAN PS 
Bhukailash Sanghashree ;50/1, Karl Marx Sarani, Kolkata 23.;9681891331;SOUTH PORT PS 
Coal Berth  Nagarik Awaz Samity, ;19 Coal Berth  Road, Kolkata 43 ;9681891331;SOUTH PORT PS 
Daighat Welfare Society ;No. 2 G.R. Road,Daighat), Kolkata 22;9681891331;SOUTH PORT PS 
E.J.C. Dock Junction Durga Puja Committee ;Inside E.J.C. Dock Junction beside Shiv Mandir;9681891331;SOUTH PORT PS 
Hindusthan Naba yubak  Club ;5, B.K. Road, Kolkata 23;9681891331;SOUTH PORT PS 
Khidderpore Abhijan Sarbojanin Durga Utsav Committee ;D-326, D.E.B. Road, Kolkata 23;9681891331;SOUTH PORT PS 
Khidderpore Satya Sangha ;15, Satya Doctor Road, Kolkata 23;9681891331;SOUTH PORT PS 
Shree Shree Sarbojanin Durga Puja Committee, ;Tinabazar at Along Tinabazar near Loknath Chatterjee Factory;9681891331;SOUTH PORT PS 
Baitalik Puja Committee ;Baitalik Co–Operative Housing Society, Kolkata – 94;9432526553;Survey Park PS
Calcutta Greens Phase – I, Durga Puja Committee ;Calcutta Greens, 1050/2, Survey Park, Kolkata – 75;9432526553;Survey Park PS
Calcutta Greens Phase – II, Durgotsav Committee ;Calcutta Greens, 1050/2, Survey Park, Kolkata – 75;9432526553;Survey Park PS
Chayanat Samabay Abasan Puja Samity ;Calcutta Greens, 1050/2, Survey Park, Kolkata – 75;9432526553;Survey Park PS
Dipabali Co–Operative Housing Puja Committee ;Calcutta Greens, 1050/2, Survey Park, Kolkata – 75;9432526553;Survey Park PS
Hiland Park Utsav Committee ;1925, Chalk Garia, Hiland Park, Kolkata – 94;9432526553;Survey Park PS
Mangalik Puja Committee ;B/10/3, Mangalik Co– operative Housing Society Ltd. Kolkata – 94;9432526553;Survey Park PS
Udayan Sarodatsav Samity,;1050/1, Survey Park, Kolkata – 75;9432526553;Survey Park PS
Udita Utsav Committee ;1050/1, Survey Park, Kolkata – 75;9432526553;Survey Park PS
14th Pally Sarbojanin Durgatsav Children Park,  ;32. Durga Charan Doctor Road.;9874641780;Taltala PS
14th Pally Sarbojanin Puja by Taltolla Yuba Gosthi, ;49/1, Durga Charan Doctor Rd..;9874641780;Taltala PS
Central Calcutta Cultural Club, ;26, Indian Mirror Street.;9874641780;Taltala PS
Harijan Sarbojanin Durgatsav Committee, ;164, L. C. Road.;9874641780;Taltala PS
Hindustan Boys Sporting Club, Sarbojanin Sri Sri Durga Puja & Laksmi Puja, ;43/2, S.N. Banerjee Rd.;9874641780;Taltala PS
Taltola Tarun Dal Sarbojanin Durgatsav, ;3/5B, Taltolla Lane.;9874641780;Taltala PS
Taltolla Doctor Lanes the Sarbojanin Durgatsav,  ;52, Doctor Lane.;9874641780;Taltala PS
Taltolla Pally Sarbojanin Sri Sri Sarodiya Utsav Committee, ;86/4C, S. N. Banerjee Rd.;9874641780;Taltala PS
Taltolla Sarbojanin Durgatsav Committee, ;79/26, A.J.C. Bose Road.;9874641780;Taltala PS
Taltolla Sarbojanin Sarodiya Puja (Taltolla Avn.),  ;99, S. N. Banerjee Rd.;9874641780;Taltala PS
Taltolla Sarbojanin Sri Sri Durga Puja & Lakshmi Puja by Agragami Sangha,; 30/1 & 30/2, Doctor Lane.;9874641780;Taltala PS
Taltolla Sarbojanin Sri Sri Durga Puja & Lakshmi Puja Committee, ;9, Indian Mirror St..;9874641780;Taltala PS
Taltolla Sarbojanin Sri Sri Durga Puja by Pallybashi Brinda, ;41/2, Gardeners Lane.;9874641780;Taltala PS
Taltolla Yuba Association, ;Hara Kumar Tagore Square (Park).;9874641780;Taltala PS
ADI LAKE PALLY SARBOJANIN DURGATSAB SAMITY,  ;15, LAKE PLACE, Kolkata 29;;Tollugunge  PS.
ADI DAKSHIN KOLKATA BAROWARI SAMITY AT THE XING ;R.B. AVEN. & NEPAL  BHATTACHARJEE 1ST LANE, Kolkata 26 32, R.B. AVENUE.;;Tollugunge  PS.
AGUAN SANGHA,;17A, MONOHAR PUKUR RD., Kolkata 26;;Tollugunge  PS.
BHABANANDA ROADS BOY’S CLUB.;15C, BHABA NANDA RD, Kolkata 26;;Tollugunge  PS.
BENGAL UNITED CLUB SARBAJANIN DURGOTSAB, ( Crowd puller);18A, KABIR ROAD, Kolkata 26;;Tollugunge  PS.
BHARATI BRINDA DURGOTSAB COMMITTEE,;16, DR. SARAT BANERJEE RD., Kolkata 29;;Tollugunge  PS.
BINAPANI SANGHA SARBAJANIN DURGOTSAB,;107A, TOLLYGUNGE RD. Kolkata 26;;Tollugunge  PS.
BALAK SANGHA, ;24A, RAJA BASANTA ROY RD. Kolkata 26;;Tollugunge  PS.
BALLYGUNGE SPORTING ASSOCIATION;27, PARK SIDE RD. Kolkata 26;;Tollugunge  PS.
CHAKRA TIRTHA SARBAJANIN DURGOTSAB  SAMITY,;155, S.P. MUKHERJEE RD. Kolkata 26;;Tollugunge  PS.
DAKSHIN KOLKATA TARUN SAMITY, ;23/7/3B, TOLLYGUNGE RD. Kolkata 26;;Tollugunge  PS.
DAKSHIN PALLY SARBAJANIN DURGA PUJA MUDIALY CLUB DURGOTSAB COMMITTEE, ;33, S.R.DAS RD. Kolkata 26;;Tollugunge  PS.
FRIENDS ASSOCIATION, ;155, SARAT BOSE RD.;;Tollugunge  PS.
GROVE LANE KISHOR SANGHA, ;15, GROVE LANE. Kolkata 26;;Tollugunge  PS.
GOLDEN ARROW CLUB, ;9A, TARA RD, Kolkata 26;;Tollugunge  PS.
IDILLPUR SAMMELENY, ;51D, GARIAHAT RD. Kolkata 26;;Tollugunge  PS.
MONOHAR PUKUR SARBAJANIN DURGOTSAB SAMITY,  ;30/1A,NAKULASWAR BHATTACHARJE LN, Kolkata 26;;Tollugunge  PS.
MAITREE SANGHA,;21/B, DESHAPRIYA PARK ROAD.;;Tollugunge  PS.
MANJUSHREE ASAR SANGHA, ;23/3E, SATISH MUKHERJEE RD. Kolkata 26;;Tollugunge  PS.
MONOHAR PUKUR JANA SANGHA MATRI MANDIR, ;22, BIPIN PAL ROAD, Kolkata 26;;Tollugunge  PS.
MONOHAR PUKUR BAISHAKHI SANGHA;122/2A, MONOHAR PUKUR RD. Kolkata 26;;Tollugunge  PS.
LAKE PALLY SARBAJANIN DURGOTSAB,;29A, JANAK RD., Kolkata 26;;Tollugunge  PS.
LAKE YUBA SANGHA, ;23, LAKE RD. Kolkata -29;;Tollugunge  PS.
LAKE YOUTH CORNER, ;13B, DR. T.N.MAJUMDAR RD. Kolkata 26;;Tollugunge  PS.
LAKE SARBAJANIN DURGOTSAB ;2, MAHA RAJA NANDA KR. RD., Kolkata 26;;Tollugunge  PS.
NUTAN PROVHATI SANGHA, ;14, THAKUR BARI ROAD. Kolkata 26;;Tollugunge  PS.
NABADAY BAROARY SAMITY ;52B, TOLLYGUNGE RD. Kolkata 26;;Tollugunge  PS.
OISHANI WOMEN’S WELFARE ORGANIZATION;44, SATISH MUKHERJEE RD. Kolkata 26;;Tollugunge  PS.
PRATAPADITYA ROAD TRIKON PARK BAROWARI DURGA PUJA COMMITTEE, ;36A+B, PRATAPADITYA ROAD. Kolkata 26;;Tollugunge  PS.
PRATAPADITYA PLACE SARBAJANIN DURGOTSAB SAMITY, ;17, PRATAPADITYA PLACE, Kolkata 26;;Tollugunge  PS.
PARASAR NABADAY SANGHA,;2, PARASAR RD., Kolkata 29;;Tollugunge  PS.
64 PALLY PUJA PARISAD, ;45A, SATISH MUKHERJEE RD. Kolkata 26;;Tollugunge  PS.
27 PALLY SANGHA SARBAJANIN DURGOTSAB, ;14A, PRATAPADITYA RD. Kolkata 26;;Tollugunge  PS.
TARUN SANGHA, ;7A, S.R.DAS RD. Kolkata 26;;Tollugunge  PS.
SATADAL SARBAJANIN DURGOTSAB,;28, SOUTHERN AVE. Kolkata 26;;Tollugunge  PS.
SARADIA SAMMELANI, ;36A, CHANDRA MOHON LANE, Kolkata 26;;Tollugunge  PS.
SREE MOHON LANE BAROWARI SAMITY;2, SREE MOHON LANE, Kolkata 26;;Tollugunge  PS.
SAHANAGAR YUBAK SAMITY SARBAJANIN DURGOTSAB, ;5, SAHANAGAR RD. Kolkata 26;;Tollugunge  PS.
SHIB MANDIR SARBAJANIN DURGOTSAB SAMITY,;25, LAKE TEMPLE RD. Kolkata 26;;Tollugunge  PS.
SARBAJANIN DURGOTSAB ORGANIZED BY “SADHANA SANGHA” ;12A, GROVE LANE. Kolkata 26;;Tollugunge  PS.
SAHANAGAR BAROWARI SAMITY;4E, SAHANAGAR RD. Kolkata 26;;Tollugunge  PS.
SOUTH END CLUB, ;68/1A, PRATAPADITYA RD. Kolkata 26;;Tollugunge  PS.
SUHRID SANGHA, ;¼, RAJA BASANT ROY RD, Kolkata 26;;Tollugunge  PS.
SEBAK SANGHA, ;60, LAKE AVE. Kolkata 26;;Tollugunge  PS.
UDAYAN SANGHA, ;109/15, HAZRA RD. Kolkata 26;;Tollugunge  PS.
ULPUR SAMMELANI, ;174, S.P.MUKHERJEE RD. Kolkata 26;;Tollugunge  PS.
27 PALLY BIJOY SANGHA;101/1A, TOLLYGUNGE RD., Kolkata 26;;Tollugunge  PS.
YUBA SANGHA SARBAJANIN DURGOTSAB;8, AJMAL KHAN RD. Kolkata 26;;Tollugunge  PS.
YUBAK BRINDA SARBAJANIN DURGOTSAB;1/23,PRINCE GOLAM MD. RD. Kolkata 26;;Tollugunge  PS.
Belgachia Villa Sarbojanin Samity, ;64, Belgachia Road,         Kolkata 37;;Ultadanga PS
Rental Sports & Culture, ;Diary Compound, 64/99, Belgachia Road, Kolkata 37;;Ultadanga PS
Belgachia Sarbojanin Durgautsav Committee ;(Birendra Nagar), 64, Belgachia Road,          Kolkata 37.;;Ultadanga PS
Pallybasi Brinda,;  67 ABCD Belgachia- Kolkata 37;;Ultadanga PS
7 Pally Belgachia Anchalik Committee Sree Durgautsav,; 4C, Kundu Lane,  Kolkata 37;;Ultadanga PS
Belgachia Olaichandi Pallybasi Brinda,; 97, Belgachia Road,  Kolkata 37;;Ultadanga PS
Belgachia Sarbojanin (Sibtala), ;Kundu Lane, Kolkata 37;;Ultadanga PS
Belgachia Kendriya Sarbojanin Durgautsav, ;10F, Krishna Mallick Lane, Kolkata 37;;Ultadanga PS
D.K.D. Rly. Qtrs. (Paschimpara), Kolkata 37, ;D.K.D. Rly. Qtrs. (Paschimpara), Kolkata 37;;Ultadanga PS
Sarbojanin Durgasav Committee, ;D.K.D. Rly. Qtrs. (Purbapara) Kolkata 37;;Ultadanga PS
Belgachia Yuba Sammilani Sarbojanin Durgautsav;3, Bhirab Mukherjee Lane, Kolkata 37;;Ultadanga PS
Ultadanga Rly. Qtrs Coal Dept. Coal Dept, Rly. Qtrs.; Ultadanga Rly. Qtrs Coal Dept. Coal Dept, Rly. Qtrs., Kolkata 4;;Ultadanga PS
Telenga Bagan Sarbojanin Durgautsav, ;64, Adhar Ch Das Lane, Kolkata 67;;Ultadanga PS
Shree Shree Sarbojanin Durgautsav Committee (Pallysree), ;16F, J.L. Dutta Lane, Kolkata 67;;Ultadanga PS
Karbagan Sarbojanin Durgautsav Committee, ;17/1/49, U.M. Road, Kolkata 67;;Ultadanga PS
Daspara Sarbojanin Durgautsav Committee ;Uzir Chowdhury Rd, Kolkata 67;;Ultadanga PS
Ariff Road Pallybasi Brinda, ;2/1/H/4, Ariff Road, Kolkata 67;;Ultadanga PS
Yuba Brinda, ;5M, U.M. Road, Kolkata 67;;Ultadanga PS
Gandhi Club,; 11/M, Canal Circular Road,Kolkata 67 ;;Ultadanga PS
Sarbamangala Samity,; 2, Gurudas Dutta Garden Lane, Kolkata 67;;Ultadanga PS
Dharbagan Sarbojanin Durgautsav Committee, ;70/1, Bidhannagar Rd,  Kolkata 67;;Ultadanga PS
IA  & AD Staff Qrtr. Durgapuja,; 1/5, CIT Scheme-VIIM, Kolkata 67;;Ultadanga PS
Pallybasi Brindra (Suri Bagan);, 8/2/H, Gurudas Dutta Garden Lane, Kolkata 67;;Ultadanga PS
Ultadanga VIIIM, Housing Co-operative Society,; 20/1, U.M. Road, Kolkata 67 ;;Ultadanga PS
Mahila Brindra, ;D1, E1, E2 Block Ultadanga VIIIM Housing Co-operative Society, Kolkata 67;;Ultadanga PS
P & T Staff Qtrs. Durgapuja, ;11/1, CIT Scheme-VIIM, Kolkata 67;;Ultadanga PS
Halderbagan Sarbojanin Durgautsav Committee, ;43M, Ultadanga Road, Kolkata 4;;Ultadanga PS
Shyambazar Sarbojanin Durgautsav (Ladies Park), ;3, Mohan Lal St., Kolkata 4;;Ultadanga PS
12 No. Pally Sarbojanin Durgautsav Committee, ;2/1, Nilambar Mukherjee St. Kolkata 4;;Ultadanga PS
Nikashipara Sarbojanin Samity,; 10, Ram Ratan Bose Lane, Kolkata 04;;Ultadanga PS
Jadu Mitra Lane Sarbojanin Durgatsav Committee,; 17, Jadu Mitra Lane, Kolkata 04;;Ultadanga PS
Shyambazar Subhas Sangha,; 232/C, A.P.C. Road, Kolkata 04;;Ultadanga PS
Kalyan Sangha, ;8A, Jamini Kabiraz Row, Kolkata 04;;Ultadanga PS
13/14,Pallybasi,Sarbojanin Durgautsav Committee, ;24, Ultadanga Main Road, Kolkata 67;;Ultadanga PS
25-Pally Sarbojanin Durgotsav Samity ;"32A, Hari Sabha St,
Kolkata – 23.";9836995428;WATGUNGE PS 
5 Star Club ;"6/2, Munshiganj Rd.
Kolkata – 23.";9836995428;WATGUNGE PS 
Jubak Sangha;" 5/1, Gopal Dr. Rd.
Kolkata – 23.";9836995428;WATGUNGE PS 
Kidderpore Amar Sangha ;"7/1, Munshigunj Rd.
Kolkata – 23.";9836995428;WATGUNGE PS 
Kidderpore Bijoyee Sangha ;12A, Jai Krishna Paul Rd.Kolkata  23.;9836995428;WATGUNGE PS 
Kidderpore Pally Saradiya ;16/A, Hem Ch. St,Kolkata – 23;9836995428;WATGUNGE PS 
Mansatala Sarbojanin Durga Utsav ;"82, Manasatala Lane, 
Kolkata – 23.";9836995428;WATGUNGE PS 
Milan Sangha ;13/2/1, Michel Dutta St,Kolkata – 23.;9836995428;WATGUNGE PS 
Nabarag ;"27B, Hemchandra St.
Kolkata – 23.";9836995428;WATGUNGE PS 
Pally Sree ;12L, Pitambar Sarkar Lane,Kolkata – 23.;9836995428;WATGUNGE PS 
Udayan ;"10, Paddapukur Tent,Hemchandra St.
Kolkata – 23.";9836995428;WATGUNGE PS 
Hooghly Jute Mill Sarbojanin Durga  Puja ;77A, Garden Reach Road, Kolkata 43;;WEST PORT PS 
S.E. Railway Sarbojanin Durga Puja Committee ;BNR;;WEST PORT PS 
Shree Shree Sarbojanin Durga Puja  ;"56, CGR Road, GCD, Sick Lane, 
Kolkata  43";;WEST PORT PS 
