Name;Address;contact;ps
Regent Park Sarbajanin Durgotsab Org. Tollygunge Purbanchal Club;140/42/1, N.S.C Bose Rd., Kolkata 40;9830824252;Jadavpur P.S
Regent Place  S.D.C. Regent Park ;127, Regent Park, Kolkata 40;9830824252;Jadavpur P.S
Residence of Dakshin Golf Garden Puja ;18/1/12, U. Sankar  Sarani,Kolkata 33;9830824252;Jadavpur P.S
Russa Rd. South 1st. Lane  Durgapuja Committee;10, Russa Rd. South 1st. Lane , ;9830824252;Jadavpur P.S
Sabare Kari Ahaban  Sarbajanin Durgatsab Committee;9A/1, East Rd.,  Kolkata 32;9830824252;Jadavpur P.S
Samajgarh Park Durgotsab Committe;Samajgarh Park , Kolkata 40;9830824252;Jadavpur P.S
Sanskriti Parishad ;3 No. Block H.P. Dutta Lane, Rabindra Prasad Colony, Kolkata 33.;9830824252;Jadavpur P.S
Sanskritik Sandhya Udjapan Committee;16/1/1 Jadavpur Central Rd.;9830824252;Jadavpur P.S
Santigarh Bastuhara Samity , ;Santigarh, Kolkata 40;9830824252;Jadavpur P.S
Satadal Club,Bapiji Nagar;G-30, Bapuji Nagar, Kolkata 92;9830824252;Jadavpur P.S
Sevak Sangha  Durga Puja Committee;3 /4, Azadgarh,  Kolkata 40;9830824252;Jadavpur P.S
Sharad Laxmi Puja Committee, Regent Estate;134A,Regent Estate, Kolkata 32;9830824252;Jadavpur P.S
Shibaji Rd., Sarbajonin Durgatsab Committee;23A, Shibaji Road (West), Rajapur, Kolkata 32;9830824252;Jadavpur P.S
Shyama Pally, Shyama Sangha;29, Shama Pally  Kolkata 32;9830824252;Jadavpur P.S
South City Residence Puja Committee, ;375 P.A.S.Road Kolkata 68;9830824252;Jadavpur P.S
Sthaniya Adhibasi Brinda ;1 No. & 9 No. Ward, Bijoygarh xing , Central Rd., Kolkata 32.;9830824252;Jadavpur P.S
Sthaniya Adhibasi Brinda Durga Puja Committee;13/1, Deshbandhu Rd., Kolkata 32;9830824252;Jadavpur P.S
Tallygange Police Housing Estate  Puja Committee;42, Golf Club Rd.,  Kolkata 33.;9830824252;Jadavpur P.S
Talpukur Tatsanglagna Adibasi Brindo;Talpukur Baghajatin Stn. Rd.,Kolkata 32;9830824252;Jadavpur P.S
Tarun Sangha ,D Block Durgotsav Commttee;D-40A,Baghajatin Pally, Kolkata 32;9830824252;Jadavpur P.S
Tarun Sathi;C/63, R.K. U., Regent Estate, Kolkata 92;9830824252;Jadavpur P.S
The Community Durga Puja Committee;Jadavpur Police Estate, Kolkata 32.;9830824252;Jadavpur P.S
Tilak Nagar Sarbajanin Durga Puja Committee;148/11, N.S.C Bose Rd., ;9830824252;Jadavpur P.S
Tollygunge  C.I.T. Abasik Samity Durgotsab Committee;247 DPS Rd., Kolkata 33.;9830824252;Jadavpur P.S
Tollygunge Central Govt. Welfare Society Type-I;Tollygunge Central Govt  Residence, Jadavpur , Kolkata 40;9830824252;Jadavpur P.S
Tollygunge. Azadgarh Club Puja Committee;1 No. Azadgarh , Kolkata 40;9830824252;Jadavpur P.S
Udayan Sangha;A/85, Baghajatin Pally, Regent Estate, Kolkata 92;9830824252;Jadavpur P.S
Udayer Pathe;140/44B/1, NSC Bose Rd., Kolkata 40;9830824252;Jadavpur P.S
46 Pally Sarbojanin Central Boys Club, ;131, C.R. Avn. ;9830251851;Jorasanko PS
46 Pally Sarbojanin Central Boys Club, ;131, C.R. Avn. ;9830251851;Jorasanko PS
46 Pally Sarbojanin Central Boys Club, ;131, C.R. Avn. ;9830251851;Jorasanko PS
Blue Star Sporting Club, ;144, Muktaram Babu St., Kolkata  7.;9830251851;Jorasanko PS
Blue Star Sporting Club, ;144, Muktaram Babu St., Kolkata  7.;9830251851;Jorasanko PS
Blue Star Sporting Club, ;144, Muktaram Babu St., Kolkata  7.;9830251851;Jorasanko PS
Golden Star Athaletic Club,  ;3, Mitra Lane, Kolkata 7.;9830251851;Jorasanko PS
Golden Star Athaletic Club,  ;3, Mitra Lane, Kolkata 7.;9830251851;Jorasanko PS
Golden Star Athaletic Club,  ;3, Mitra Lane, Kolkata 7.;9830251851;Jorasanko PS
Hind Sevak Sangha, ;17, Bhawani Dutta Lane, Kolkata 73.;9830251851;Jorasanko PS
Hind Sevak Sangha, ;17, Bhawani Dutta Lane, Kolkata 73.;9830251851;Jorasanko PS
Hind Sevak Sangha, ;17, Bhawani Dutta Lane, Kolkata 73.;9830251851;Jorasanko PS
Kalabagan Kishore Sangha, ;88B, M.M. Burman St., Kolkata  7 ;9830251851;Jorasanko PS
Kalabagan Kishore Sangha, ;88B, M.M. Burman St., Kolkata  7 ;9830251851;Jorasanko PS
Kalabagan Kishore Sangha, ;88B, M.M. Burman St., Kolkata  7 ;9830251851;Jorasanko PS
Kalabagan Sarbajanin Durgatsav, Kalabagan Yubak Sangha, ;88A, M.M. Burman St., Kolkata  7.;9830251851;Jorasanko PS
Kalabagan Sarbajanin Durgatsav, Kalabagan Yubak Sangha, ;88A, M.M. Burman St., Kolkata  7.;9830251851;Jorasanko PS
Kalabagan Sarbajanin Durgatsav, Kalabagan Yubak Sangha, ;88A, M.M. Burman St., Kolkata  7.;9830251851;Jorasanko PS
Kalitala Navayubak Sangha, ;174, Muktaram Babu St.,  Kolkata 7;9830251851;Jorasanko PS
Kalitala Navayubak Sangha, ;174, Muktaram Babu St.,  Kolkata 7;9830251851;Jorasanko PS
Kalitala Navayubak Sangha, ;174, Muktaram Babu St.,  Kolkata 7;9830251851;Jorasanko PS
Mahajati Shakti Sangha, ;21/C, Rajendra Deb Road, Kolkata 7.;9830251851;Jorasanko PS
Mahajati Shakti Sangha, ;21/C, Rajendra Deb Road, Kolkata 7.;9830251851;Jorasanko PS
Mahajati Shakti Sangha, ;21/C, Rajendra Deb Road, Kolkata 7.;9830251851;Jorasanko PS
Mechuabazar Sarbojanin Durga Puja Samity,; 1A, M.M. Burman Street, Kolkata 73.;9830251851;Jorasanko PS
Mechuabazar Sarbojanin Durga Puja Samity,; 1A, M.M. Burman Street, Kolkata 73.;9830251851;Jorasanko PS
Mechuabazar Sarbojanin Durga Puja Samity,; 1A, M.M. Burman Street, Kolkata 73.;9830251851;Jorasanko PS
Sanskriti Sangha, ;4/1, Sambhu Chatterjee St., Kolkata  7.;9830251851;Jorasanko PS
Sanskriti Sangha, ;4/1, Sambhu Chatterjee St., Kolkata  7.;9830251851;Jorasanko PS
Sanskriti Sangha, ;4/1, Sambhu Chatterjee St., Kolkata  7.;9830251851;Jorasanko PS
Shakti Bhanga Sadharan Durgatsav Committee, ;Peary Charan Sarkar Street, Kolkata 73.;9830251851;Jorasanko PS
Shakti Bhanga Sadharan Durgatsav Committee, ;Peary Charan Sarkar Street, Kolkata 73.;9830251851;Jorasanko PS
Shakti Bhanga Sadharan Durgatsav Committee, ;Peary Charan Sarkar Street, Kolkata 73.;9830251851;Jorasanko PS
Sree Sree Sarbajanin Durga Puja Bal Nabin Sangha,  ;68 Muktaram Babu St., Kolkata 7;9830251851;Jorasanko PS
Sree Sree Sarbajanin Durga Puja Bal Nabin Sangha,  ;68 Muktaram Babu St., Kolkata 7;9830251851;Jorasanko PS
Sree Sree Sarbajanin Durga Puja Bal Nabin Sangha,  ;68 Muktaram Babu St., Kolkata 7;9830251851;Jorasanko PS
Young Boy’s Club, ;7, T.C. Dutta St.;9830251851;Jorasanko PS
Young Boy’s Club, ;7, T.C. Dutta St.;9830251851;Jorasanko PS
Young Boy’s Club, ;7, T.C. Dutta St.;9830251851;Jorasanko PS
Youth Association,  (Md. Ali ParK), ;41A, T.C. Dutta St.;9830251851;Jorasanko PS
Youth Association,  (Md. Ali ParK), ;41A, T.C. Dutta St.;9830251851;Jorasanko PS
Youth Association,  (Md. Ali ParK), ;41A, T.C. Dutta St.;9830251851;Jorasanko PS
23 PALLY DURGA MANDIR;109, HARISH MUKHERJEE RD. Kolkata 26;;Kalighat PS
JUBA MAITRY,;39 MAHIM HALDAR STREET,   Kolkata 26.;;Kalighat PS
FORWORD CLUB  ;27B, KALIDAS PATITUNDA LANE, Kolkata 26;;Kalighat PS
SANGHASHREE;35B GURUPADA HALDAR RD.   Kolkata 26.;;Kalighat PS
KALIGHAT  HALDAR PARA SUBHAS SANGHA;54,HALDARPARA RD.  Kolkata 26.;;Kalighat PS
KALIGHAT SARBOJANIN DURGOTSAV,KALIGHAT BAYAMAGAR, ;49,MAHIM HALDAR ST. ;;Kalighat PS
SREE SANGHA, ;52, HALDAR PARA RD.  Kolkata 26;;Kalighat PS
BADAMTALA ASHAR SANGHA ;5B,NEPAL BHATTACHEJEE LN, Kolkata 26.;;Kalighat PS
KALIGHAT  NEPAL BHATTACHERJEE ST,(GHAT) SARBOJANIN DURGAPUJA.;6B,NEPAL BHATTACHEJEE LN, Kolkata 26.;;Kalighat PS
66 PALLY SARBOJANIN DURGOTSAV COMMITTEE,;10/9, N.B  STREET .   Kolkata 26.;;Kalighat PS
BENGAL BOYS TRAINING DURGAUTSHAB ASSOCIATION ;14A, NEPAL BHATTACHERJEE. ST. ;;Kalighat PS
SAHAJATRI ;114/4A,TOLLYGUNGE RD. Kolkata 26;;Kalighat PS
KALIGHAT VIVEKANANDA  SPORTING CLUB,;31 C, MAHIM HALDAR ST. Kolkata 26;;Kalighat PS
KALIGHAT YOUTH ORGANIZATION; 270/1/A, KALIGHAT ROAD ,Kolkata 26.;;Kalighat PS
JANAMANGAL SAMITY;11 C.N. CHATTERJEE ST. Kolkata 26.;;Kalighat PS
MONOTOSH SMRITI SANGHA,;219/1, KALIGHAT RD.  Kolkata 26;;Kalighat PS
KALIGHAT  SABUJ SANGHA,;16/3, KALI LANE, Kolkata 26.;;Kalighat PS
KALIGHAT SABUJ SANGHA SARVOJANIN DURGOTSAV COMMITTEE.;5, DWARIK GANGULY ST. Kolkata 26.;;Kalighat PS
KALIGHAT KISHORE SANGHA;105. HARISH MUKHERJEE RD. Kolkata 26.;;Kalighat PS
KALIGHAT YOUNG STAR, ;24, KALI TEMPLE ROAD. ;;Kalighat PS
BISWA MAITRI.;233, KALIGHAT ROAD. Kolkata 26.;;Kalighat PS
44, COLONY SPORTS AND SOCIAL CLUB, ;44, KLAIGHAT ROAD. ;;Kalighat PS
KALIGHAT  SARBOJANIN MAHASAKTI ;5 APUURBA MITRA RD. Kolkata 26.;;Kalighat PS
PUJA,  DILIP SMRITI SANGHA;60 SADANANDA RD.. Kolkata 26;;Kalighat PS
DEFENCE UNIT, ;43, ISWAR GANGULY ST.;;Kalighat PS
BHOWANIPORE   KANSARIPARA SARBOJANIN DURGATSAV SAMITY;87,B.N. ST,SHIV  MANDIR   Kolkata –25.;;Kalighat PS
BHOWANIPORE  SARBAJANIN DURGOTSAV,;15, C.N.CHATTERJEE ST. KOLKATA-26.;;Kalighat PS
76, PALLY SARBOJANIN DURGOTSAV;27, D.N. GHOSH ROAD,   Kolkata 25.;;Kalighat PS
KUNDA PARA SARBOJANIDURGOTSAV SAMITY,    ;13, KUNDA LANE, Kolkata 25.;;Kalighat PS
 BHAWANIPUR STUDENTS CLUB SARBOJANIN DURGOTSAB , ;7/1 BIJOY BOSE ROAD.;;Kalighat PS
SARBOJANIN DHARMA PRASARANI SAMITY (MUKHERJEE PARA),;8/B SUBARBAN SCHOOL ROAD;;Kalighat PS
BHAWANIPORE SANATAN DHARMAT SAHANI SEVA,;33, BALARAM BOSE GHAT ROAD.;;Kalighat PS
TELIPARA SARBOJANIN DURGATSAB;37, TURF RD.;;Kalighat PS
BHAWANIPORE  70 PALLY SARBOJANIN DURGATSAB;37 S.N.P. STREET.;;Kalighat PS
KANSARI PARA SARBOJANIN DURGATSAB COMMITTEE,;38 KANSARI PARA RD.;;Kalighat PS
CHHATRA SANGHA AGRADUT & UDAYAN SANGHA;32 B, SAKARI PARA RD.;;Kalighat PS
SARASWATI SPORTING CLUB;93A, KALIGHAT ROAD.;;Kalighat PS
KALIGHAT MILAN SANGHA, ;32, HARISH CHATTERJEE ST.;;Kalighat PS
301, KIT, Adhibashi Brinda, ;301, B.B. Chatterjee Road, Kolkata 42;8017997301;Kasba PS
39, Pally;53, Bediadanga Masjid Bari By Lane, Kolkata 39;8017997301;Kasba PS
91 Pally Sarbojanin Durgotsab, ;35 N.K. Ghjosal Road, Kolkata 42;8017997301;Kasba PS
Aayakar Abasan Puja Committee ;110, Santi Pally, Kolkata 107;8017997301;Kasba PS
Aayakar Abasan Puja Committee ;110, Santi Pally, Kolkata 107;8017997301;Kasba PS
Aikyatan ;38, New Ballygunge Road, Kolkata 39;8017997301;Kasba PS
Amarabati Durga Puja Committee ;1/1 Deb Banerjee Amarbati, Kolkata 39;8017997301;Kasba PS
Anarghya ;of 87/45A, Bose Pukur Road, Kolkata 42;8017997301;Kasba PS
Baishali Pally Adhibashi Brinda ;P. Majumder Road, Baishali Pally, Haltu, Kolkata 78 (Opposite of Ration Shop);8017997301;Kasba PS
Banerjee Para Sarbojanin Durgautsab Committee ;31/1, Banerjee Para Lane, Kolkata 31;8017997301;Kasba PS
Bat-Tala Recreation Club ;24 P. Majumder Road, Kolkata 78;8017997301;Kasba PS
Bedia Danga Sarbojanin Durgautsab Committee ;2, Bedia Danga 1st Lane, Kolkata 39;8017997301;Kasba PS
Bedia Danga Sitala Mandir Puja Committee ;66, Dr. G.S Bose Road, Kolkata 39;8017997301;Kasba PS
Bediadanga Sarbojanin Durgotsab, ;103C, Dr. G.S. Bose Road, Kolkata 39;8017997301;Kasba PS
Bose Pukur Nabapally Durgotsab Committee, ;91/2D, Bose Pukur Road, PS-Kasba, Kolkata 42;8017997301;Kasba PS
Bose Pukur Parijat Club ;162, Bose Pukur Road, Kolkata 39;8017997301;Kasba PS
Bose Pukur Sarbojanin Durga Puja Committee ;59B, Bose Pukur Road, Kolkata 42;8017997301;Kasba PS
Bose Pukur Sitala Mandir Durgautsob Committee ;39/1/1, Bose Pukur Road, Kolkata 42;8017997301;Kasba PS
Bose Pukur Talbagan Sarbojanin, ;27C/1, Bose Pukur Road, Kolkata 42;8017997301;Kasba PS
Burrabazar Sarbojanin Durgotsav Committee,; 2, Rupchand Roy St., Kolkata-700007.;8017997301;Kasba PS
Burrabazar Sarbojanin Durgotsav, Tarasundari Park ;on K K Tagore St.,  Kolkata  7;8017997301;Kasba PS
Citizen Forum Jogendra Gardens, ;21, Jogendra Gardens , Kolkata 78 (Near Kerosene Gali);8017997301;Kasba PS
Customer & Central Excise Residents Welfare Association ;179, Santipally , Kolkata 107;8017997301;Kasba PS
Dakshin Bosepukur Sarbojanin Durga Puja Committee ;79B/1, Bose Pukur Road, Kolkata 42;8017997301;Kasba PS
Dhakuria Barowari Durgotsab Puja Committee,; 33, Sarat Ghosh Garden Road, Kolkata 31;8017997301;Kasba PS
Dhakuria Nabin Sangha, ;116/B/1A, Sarat Ghosh Garden Road, Kolkata 31, ;8017997301;Kasba PS
Dhakuria Uttar Pally Durgautsab Committee ;36, Kalupara lane, Kolkata 31;8017997301;Kasba PS
Dharmatala Netaji Sporting Club, ;"4/1D, Dharmatala Road, Kolkata 42
";8017997301;Kasba PS
East End Park Sarbojanin Durgautsab Committee ;44/11, East End Park, Kolkata 39;8017997301;Kasba PS
East Kolkata Town Ship Welfare Association ;BB 9, Sarat Park, Kolkata 107;8017997301;Kasba PS
Eastern park Society,;65/Z/9,  Bose Pukur Road, Kolkata 42;8017997301;Kasba PS
ECTP Phase-III Durga Puja Committee ;Type-B, Samadrita, Kasba Gold Park (Near Gate Way), Kolkata 107;8017997301;Kasba PS
ECTP Phase-III Durga Puja Committee ;Type-A Park, Kolkata 107;8017997301;Kasba PS
EKTP Phase-II Abasik Puja Samity,;EKTP Phase-II, Kolkata 107;8017997301;Kasba PS
Ghosal Para Durgautsab Committee ;2/1, N.K Ghosal Road, Kolkata 42;8017997301;Kasba PS
Girindra Sekhar Sarbojanin Durgautsab Samity ;145, Dr. G.S Bose Road, Kolkata 39;8017997301;Kasba PS
Indian Oil Officers Housing Durga Puja Committee ;2A, Jahura Bazar Lane, PS-Kasba, Kolkata 42;8017997301;Kasba PS
Jagannath Ghosh Road Sarbojanin Durgautsab Committee ;10/13, Jagannath Ghosh Road, Kolkata 42;8017997301;Kasba PS
Jamunalal Bajaj St. Sarbojanin Durgotsav Committee Nava Yuwa Jyoti Sangha, ;208, J. L. Bajaj St. Kolkata  – 700007.;8017997301;Kasba PS
Jogendra Garden Adhibasi Brinda Durga Puja Committee ;P-30, Jogendra Garden Road, Kolkata 78;8017997301;Kasba PS
Kalyan Sangha ;95, Swinhoe Lane, Kolkata 42;8017997301;Kasba PS
Kamala Park Residents Cultural Forum ;117A/28, Sarat Ghosh Garden Road, Kolkata 31;8017997301;Kasba PS
Kasba Anchalik Yubak Brinda ;87, B.B  Chatterjee Road, Kolkata 39;8017997301;Kasba PS
Kasba Bakultala Nabarun Sangha ;70, R.K Chatterjee Road, Kolkata 42;8017997301;Kasba PS
Kasba Bandhu Milan Sporting Club ;38, R.K Chatterjee Road, Kolkata 42;8017997301;Kasba PS
Kasba Blue Star ;132, Swinhoe Lane, Kolkata 42;8017997301;Kasba PS
Kasba Bose Pukur Sarbojanin Durgautsab Committee ;95/1B, Bank Plot-, Bose Pukur Road, Kolkata 42;8017997301;Kasba PS
Kasba Kayastha Para Sarbojanin Durga Puja Committee,;5, N.K. Ghosal Road, Kolkata 42, PS-Kasba;8017997301;Kasba PS
Kasba Kheyaly Sangha, ;91/1, Swinhoe Lane, Kolkata 42;8017997301;Kasba PS
Kasba Kumar Para Sarbojanin Durgautsab Samity ;92, Kumarpara lane, Kolkata 42;8017997301;Kasba PS
Kasba Madhyam Pally Sarbojanin Durgautsob, ;239, B.B Chatterjee Road, Kolkata 42;8017997301;Kasba PS
Kasba Naba Oikatan, ;P-100, Jogendra Garden Road, Kolkata 78;8017997301;Kasba PS
Kasba Nabarup, ;P-93, Bose Pukur Road, Kolkata 42;8017997301;Kasba PS
Kasba Nawjawan Brinda, ;77A, Master Para, Ruby Park, Kolkata 78;8017997301;Kasba PS
Kasba Palli Sangha ;74A, K.N Sen Road, Kolkata 42;8017997301;Kasba PS
Kasba Pally Sarbojanin Durgautsab Committee ;80, R.K Chatterjee Road;8017997301;Kasba PS
Kasba Prantik Santi Sammilani ;331, Prantik Pally, Kolkata 42;8017997301;Kasba PS
Kasba R.K Chatterjee Road Adhibasi Brinda ;93/4, R.K Chatterjee Road, Kolkata 42;8017997301;Kasba PS
Kasba Rathtala Club, ;187/1, B.B. Chatterjee Road, Kolkata 42;8017997301;Kasba PS
Kasba Rathtala More Adhibasi Brinda, ;189/15, Kasba Road, Kolkata 42;8017997301;Kasba PS
Kasba Renaissance Club, ;64, R.K Chatterjee Road, Kolkata 42;8017997301;Kasba PS
Kasba Shakti Sangha Pallybasi Durgautsob Samity ;14/1, Jahura Bazar Lane, Kolkata 42;8017997301;Kasba PS
Kasba Sharad Sammilani ;34, Bedia Danga Masjid Bari By Lane, Kolkata 39;8017997301;Kasba PS
Kasba Shib Mandir Puja Committee ;Rabindra Pally, Kolkata 107;8017997301;Kasba PS
Kasba Uttarpara Arabinda Sporting Club ;57/K, K.N Sen Road, Kolkata 42;8017997301;Kasba PS
Kasba Uttarpara Sarbojanin Durgautsab Samity ;37, K.N Sen , Kolkata 42;8017997301;Kasba PS
Kasba Yubak Sanga ;63, Kumar Para Lane, Kolkata 42;8017997301;Kasba PS
Kasturi Apartment Durga Puja Committee ;4, Jahura Bazar Lane, Kolkata 42;8017997301;Kasba PS
KIT Durgautsab Committee,  ;25/1, B.B Chatterjee Road, Kolkata 42;8017997301;Kasba PS
Kshudiram Yubak Sangha ;1/16, Jahura Bazar Lane, Kolkata 42;8017997301;Kasba PS
Laskarhat Sanskritik Parisad Club ;1, Laskarhat Road, Kolkata 39;8017997301;Kasba PS
Mahajati Kalyan Samity, ;80, Bose Pukur Road, Kolkata 42;8017997301;Kasba PS
Milan Chakra Welfare Association ;4D/5, Dharmatala Road, Kolkata 39;8017997301;Kasba PS
Moitree Sangha Sarbojanin Sree Sree Durga Puja ;112 P. Majumder Road, Kolkata 78;8017997301;Kasba PS
Mukherjee Sarbojanin Durgautsab ;18, Mukherjee Para Lane, Kolkata 31 (Dhakuria);8017997301;Kasba PS
Naskarhat Milan Tirtha Club ;188/4, Picnic Garden Road, Kolkata 39 (Naskarhat Uttar Para);8017997301;Kasba PS
Naskarhat Shib Mandir Puja Committee ;10/4, Naskarhat Phool Bagan, Kolkata 39;8017997301;Kasba PS
Natore Park Babasai Samity ;2H, Natore Park, 3rd Road, Kolkata 39;8017997301;Kasba PS
Neelachal Recreantion Club;"98, Rajdanga Gold Park , Kolkata 107
";8017997301;Kasba PS
New Ballygunge Park Association ;42/152, New Ballygunge Road, Kolkata 39;8017997301;Kasba PS
New Ballygunge Sarbajanin Durgapuja ;42/71, New Ballygunge Road, Kolkata 39;8017997301;Kasba PS
New Boy’s Club, ;16/1F/1, Bose Pukur Road, Kolkata 39;8017997301;Kasba PS
P. Majumder Sani Mandir Galir Adhibashi Brinda ;Opposite Mini Bus Stand 402 P. Majumder Road, Kolkata 78;8017997301;Kasba PS
Payamanti Puja Committee ;Payamanti Co-Operative Housing Society EKTP, Phase-I, Kolkata 107;8017997301;Kasba PS
Picnic Park Sarbojanin Durgautsab Committee ;196, Picnic Garden Road, Kolkata 39;8017997301;Kasba PS
Picnic Sebayet Samity ;219, Picnic Garden Road, Kolkata 39;8017997301;Kasba PS
Pramila Brinda ;317/A/2, B.B Chatterjee Road, Kolkata 39;8017997301;Kasba PS
Prantik Pally Sarbojanin Durga Puja, ;2, Prantik Pally, Kolkata 42;8017997301;Kasba PS
Purabi, ;78/1, Rajdanga Shanti Pally, Kolkata 107;8017997301;Kasba PS
Purba “GD” Puja Committee ;1582/2, Rajdanga Main Road, Kolkata 107;8017997301;Kasba PS
Purbapally Sarbojanin Durgautsob Committee ;P-7, Purbapally, Kolkata 78;8017997301;Kasba PS
Purbashree Pally Durgautsab ;172/173, Picnic Garden Road, Kolkata 39;8017997301;Kasba PS
Rabindra Memorial Sporting Club ;30/6 Dr. G.S Bose Road, Kolkata 39;8017997301;Kasba PS
Rajdanga Armakjan Kalyan Samity, ;117, Rajdanga Chakraborty Para, Kolkata 107, PS-Kasba;8017997301;Kasba PS
Rajdanga East ‘F’ Sector  Adhibashi Brinda Durgautsab Committee ;FB-261, Sector-F, 638, Rajdanga Main Road, Kolkata 107;8017997301;Kasba PS
Rajdanga East Recreation Club ;FB-16, Rajdanga Narkel Bagan, Kolkata 107;8017997301;Kasba PS
Rajdanga Ekta Welfare Committee ;50/A, Rajdanga Main Road, Kolkata 107;8017997301;Kasba PS
Rajdanga Nabaday Sangha, ;7, Rajdanga Main Road, Kolkata 107;8017997301;Kasba PS
Rajdanga Nabauday Sangha ;106, Rajdanga Naba Pally, Kolkata 107;8017997301;Kasba PS
Rajdanga Sahamat ;176, Rajdanga Gold Park, Kolkata 107;8017997301;Kasba PS
Rajdanga School Road of KMDA Quarter Durga Puja Committee ;Rajdanga School Road near Noujatik Sangha, Kolkata 107;8017997301;Kasba PS
Rajdanga Sector “E” Adhibasi Brinda, ;ED-105, Rajdanga Main Road, Kolkata 107;8017997301;Kasba PS
Rajdanga Tribarna Sangha ;Bose Pukur Purba, Kolkata 107;8017997301;Kasba PS
Rajdanga Yubak Samity, Durgautsab Committee ;Thakurtala Math, Kolkata 107;8017997301;Kasba PS
Rubiraj Durgautsab Committee,;123/7, Ruby Park East, Kolkata 78;8017997301;Kasba PS
Sammilani, ;34/T/6, N.K Ghosal Road, Kolkata 42;8017997301;Kasba PS
Saptarathi Sangha & Jahura Bazar Adhibashi Brinda ;4/1, Jahura Bazar Lane, Kolkata 42;8017997301;Kasba PS
Sarat Anandam Durgotsab,;185/2, Picnic Garden Road, Kolkata 39, Ward No. 67;8017997301;Kasba PS
Shree Shree Sarbajanin Durga PujaYuwak Chakra China Bazar, ;2/1, Synagouge Street, Kolkata - 700001;8017997301;Kasba PS
Shyamasree Garden Plot Owners Welfare Association ;EF-76 Rajdanga Main Road, Kolkata 107;8017997301;Kasba PS
Society of Sunview, ;3, Ruby Park (South), Kolkata 78;8017997301;Kasba PS
South East Kolkata Cultural Association ;Bolck-I,  Tagore Park, Kolkata 39;8017997301;Kasba PS
South Kolkata Friends Association ;327, B.B Chatterjee Road, Kolkata 42;8017997301;Kasba PS
Sri Sri Banstalla Sarbojanik Durgotsav Committee,; Infront of 36, Sir Hariram Goenka St., Kolkata 7;8017997301;Kasba PS
Sri Sri Burrabazar Sarbojanin Durgotsav Committee, ;52, Burtoll St. (Johari Patty) Kolkata  7. ;8017997301;Kasba PS
Sri Sri Sarbajanin Durgotsab Sri Durga Navyubak Sangha,  ;62, Burtalla St.,  Kolkata  7;8017997301;Kasba PS
Sri Sri Sarbojanin Durga Puja, Organised by Young Blood,; Inside C.I.T. Park, Sovaram Bysack St.;8017997301;Kasba PS
Sri Sri Shiv Thakur Gali Sarbojanik Durgotsav Committee,  ;33, Shiv Thakur Gali, Kolkata  7;8017997301;Kasba PS
Subarna Jayanti Sammilani Mahila Brinda ;GE-38A, Rajdanga Main Road, (East) Kolkata 107;8017997301;Kasba PS
Subhas Nagar Samaj Kalayan Parisad ;211, Picnic Garden Roads, Kolkata 39;8017997301;Kasba PS
Susathi Sangha, ;115/42/1, Bose Pukur Road, Kolkata 39;8017997301;Kasba PS
Swarup Kalika Place Samaj Kalyan Parisad, ;Durga Mandir, Naskarhat, Kolkata 107;8017997301;Kasba PS
Swinhoe Lane Sarbojanin Durgautsab Samity ;78E/1A, Swinhoe Lane, Kolkata 42;8017997301;Kasba PS
Swinhoe Lane Sarbojanin Durgautsab Samity ;130B, Swinhoe Lane, Kolkata 42;8017997301;Kasba PS
Tagore Park Adhibashi Brinda ;B1, Tagore Park Main Road in front of Ma Kali Mistanna Bhandar;8017997301;Kasba PS
Tagore Park Durga Puja Committee ;C/12 Tagore Park, Kolkata 39;8017997301;Kasba PS
Talbagan Friends Association ;58, Swinhoe Lane, Kolkata 42;8017997301;Kasba PS
Tiljala Amar Sanga Samaj Kalayan Parisad ;220, Picnic Garden Road, Kolkata 39;8017997301;Kasba PS
Tulapatty Sarbojanin Durgotsav, Tulapatty Mohalla Committee,; 75, Cotton St., Kolkata  – 700007.;8017997301;Kasba PS
Vetarance Club ;261, Rajdanga Nabapally, Kolkata 107;8017997301;Kasba PS
Aurobindo Abasan;46C Muraripukur Road;;Manicktala PS
Chattra Karmachari Brinda;44 Muraripukur Road;;Manicktala PS
Sett Bagan Khamkheyali Sangha;1/H/37 Muraripukur Road;;Manicktala PS
Ultadanga Jagarani Sangha;16/1/B Muraripukur Road;;Manicktala PS
Rishi Aurobindo Seva Samity;38 Muraripukur Road;;Manicktala PS
Muraripukur Golden Junior Atheletic Club;16/1H Muraripukur Road;;Manicktala PS
Pratap Sangha;15/1C/25 Muraripukur Road;;Manicktala PS
Juba Sangha;16/5 B.B. Ghosh Sarani;;Manicktala PS
Ultadanga Sathi Mahal;16/1/1 Muraripukur Road;;Manicktala PS
Muraripukur LIG Welfare Association;17 Muraripukur Road,;;Manicktala PS
BRS 81 Tenants Association;14 Muraripukur Road;;Manicktala PS
Muraripukur Amra Sabai Club;42 Muraripukur Road;;Manicktala PS
Muraripukur Jagriti Sangha;20/42/1 Muraripukur Road;;Manicktala PS
"Bidhan Sangha
(Big Puja)";16/5 Muraripukur Road;;Manicktala PS
Sett Bagan Naba Yuba Sangha;47 Muraripukur Road;;Manicktala PS
Dhopar Math Pally Bashi Brinda;28/1 Murari pukur Road Kolkata 67;;Manicktala PS
BRS XI;33 Muraripukur Road;;Manicktala PS
Bagmari Anchalik Yuba Brinda;10 Bagmari Road;;Manicktala PS
